-0.031219,293.5598,-18.95362,284.1711,0.000052,0.000288,0.001985,-0.000001,-0.000056,0.002006,56.83421,0.000011,-0.003758,1.941825
-0.030639,293.5938,-18.97140,284.2061,0.000078,0.000682,0.003648,0.000061,-0.000084,0.003711,56.84121,0.000016,-0.002821,1.935029
-0.029724,293.5742,-18.98376,284.1873,0.000112,0.001379,0.005975,0.000180,-0.000122,0.006129,56.83747,0.000024,-0.001967,1.925130
-0.029144,293.6886,-18.99806,284.3024,0.000132,0.001851,0.007367,0.000237,-0.000143,0.007592,56.86049,0.000028,-0.001658,1.918358
-0.028167,293.7360,-19.01048,284.3505,0.000182,0.002555,0.009291,0.000275,-0.000200,0.009632,56.87010,0.000040,-0.001469,1.907817
-0.027069,293.8592,-19.02386,284.4744,0.000217,0.003411,0.011200,0.000511,-0.000240,0.011697,56.89487,0.000048,-0.001492,1.902453
-0.026397,293.9448,-19.03433,284.5605,0.000358,0.003798,0.012336,0.000541,-0.000377,0.012896,56.91209,0.000075,-0.000587,1.900320
-0.025451,294.0858,-19.04843,284.7021,0.000179,0.003722,0.012563,0.000411,-0.000201,0.013096,56.94042,0.000040,-0.001027,1.900405
-0.024047,293.9839,-19.06390,284.6014,0.000285,0.002883,0.011697,-0.000123,-0.000301,0.012047,56.92028,0.000060,-0.000744,1.902499
-0.023193,294.1077,-19.08708,284.7264,0.000228,0.002607,0.011345,-0.000288,-0.000245,0.011636,56.94528,0.000049,-0.001189,1.903056
-0.022613,294.1896,-19.11357,284.8098,0.000281,0.002523,0.011457,-0.000388,-0.000297,0.011724,56.96197,0.000059,-0.001048,1.903443
-0.020690,293.9532,-19.15068,284.5764,0.000234,0.003024,0.013490,-0.000367,-0.000258,0.013820,56.91527,0.000051,-0.001782,1.905188
-0.019683,293.9711,-19.17687,284.5959,0.000354,0.003496,0.015055,-0.000264,-0.000385,0.015453,56.91918,0.000077,-0.002208,1.906413
-0.018737,293.9797,-19.20038,284.6061,0.000335,0.004047,0.016797,-0.000124,-0.000372,0.017277,56.92122,0.000074,-0.002378,1.907556
-0.017486,293.9355,-19.22113,284.5633,0.000392,0.004721,0.018872,0.000046,-0.000436,0.019453,56.91265,0.000087,-0.002601,1.908402
-0.015808,293.7883,-19.23773,284.4175,0.000428,0.005692,0.021722,0.000279,-0.000479,0.022453,56.88350,0.000095,-0.002609,1.908482
-0.014526,293.7642,-19.25282,284.3944,0.000464,0.006389,0.023736,0.000426,-0.000521,0.024576,56.87889,0.000104,-0.002616,1.908076
-0.012542,293.5851,-19.26381,284.2165,0.000529,0.007209,0.026273,0.000521,-0.000588,0.027238,56.84329,0.000117,-0.002304,1.907130
-0.010803,293.4883,-19.27673,284.1207,0.000575,0.007619,0.027844,0.000460,-0.000633,0.028862,56.82415,0.000126,-0.002027,1.906257
-0.010345,293.6872,-19.29518,284.3204,0.000588,0.007680,0.028148,0.000427,-0.000646,0.029173,56.86408,0.000129,-0.001915,1.906041
-0.008087,293.4702,-19.30971,284.1047,0.000669,0.007834,0.029436,0.000187,-0.000721,0.030459,56.82095,0.000144,-0.001435,1.905205
-0.006195,293.3426,-19.32869,283.9787,0.000699,0.007822,0.030188,-0.000037,-0.000746,0.031184,56.79575,0.000149,-0.001041,1.904955
-0.004486,293.2585,-19.35013,283.8962,0.000734,0.007861,0.030938,-0.000186,-0.000777,0.031920,56.77924,0.000155,-0.000781,1.905152
-0.003509,293.3348,-19.37162,283.9737,0.000746,0.007930,0.031460,-0.000239,-0.000787,0.032442,56.79475,0.000157,-0.000651,1.905429
-0.001770,293.2360,-19.39483,283.8766,0.000772,0.008161,0.032630,-0.000278,-0.000811,0.033633,56.77533,0.000162,-0.000466,1.906131
0.000183,293.0691,-19.41847,283.7117,0.000796,0.008583,0.034328,-0.000248,-0.000835,0.035383,56.74234,0.000167,-0.000376,1.907133
0.001953,292.9507,-19.44094,283.5951,0.000833,0.009075,0.036092,-0.000174,-0.000874,0.037214,56.71901,0.000174,-0.000345,1.907997
0.003234,292.9463,-19.46207,283.5921,0.000849,0.009488,0.037490,-0.000103,-0.000892,0.038671,56.71842,0.000178,-0.000330,1.908512
0.006866,292.3696,-19.48179,283.0180,0.000920,0.010921,0.042045,0.000145,-0.000969,0.043439,56.60360,0.000193,-0.000384,1.909364
0.008209,292.3478,-19.50037,282.9975,0.000943,0.011493,0.043790,0.000245,-0.000996,0.045272,56.59949,0.000199,-0.000408,1.909496
0.011138,291.9239,-19.51519,282.5755,0.001015,0.012733,0.047626,0.000415,-0.001073,0.049296,56.51509,0.000214,-0.000423,1.909523
0.011749,292.0900,-19.53405,282.7424,0.001027,0.012932,0.048253,0.000432,-0.001086,0.049953,56.54849,0.000217,-0.000426,1.909478
0.015167,291.5707,-19.54698,282.2252,0.001113,0.013996,0.051888,0.000430,-0.001175,0.053740,56.44503,0.000235,-0.000368,1.909120
0.018157,291.1680,-19.56223,281.8244,0.001191,0.014604,0.054382,0.000295,-0.001253,0.056307,56.36489,0.000250,-0.000269,1.908809
0.019989,291.0377,-19.58044,281.6956,0.001238,0.014861,0.055660,0.000177,-0.001298,0.057608,56.33912,0.000259,-0.000183,1.908714
0.022491,290.7538,-19.59949,281.4137,0.001301,0.015142,0.057253,0.000013,-0.001358,0.059220,56.28273,0.000271,-0.000063,1.908791
0.024414,290.6085,-19.61978,281.2700,0.001343,0.015361,0.058460,-0.000083,-0.001398,0.060443,56.25400,0.000279,0.000023,1.909026
0.027313,290.2284,-19.64116,280.8922,0.001406,0.015827,0.060573,-0.000149,-0.001459,0.062606,56.17844,0.000291,0.000144,1.909653
0.031372,289.5996,-19.66313,280.2664,0.001492,0.016708,0.063962,-0.000102,-0.001543,0.066107,56.05328,0.000308,0.000279,1.910793
