VxL.x,VxL.y,VxL.z,normL,errorAileron,errorRudder,errorElevator,errorThrottle,P_des.x,P_des.y,P_des.z,P_is.x,P_is.y,P_is.z,L_is.x,L_is.y,L_is.z,aCMDin.x,aCMDin.y,aCMDin.z,aCMDb.x,aCMDb.y,aCMDb.z,ACMDb.x,ACMD.y,ACMDb.z
14.48952,0.005635,0.112700,0.000199,0.011158,-0.000193,-0.028973,0.500000,0.000000,0.000000,0.000000,-364.9934,-341.3925,-0.907560,0.000000,100.0000,-5.000000,-0.000225,0.001864,0.028912,0.000009,0.000193,0.028973,0.628203,0.011158,-9.760886
14.27929,0.005861,0.117238,0.000199,0.010780,-0.000206,-0.028910,0.500000,0.000000,0.000000,0.000000,-364.9931,-339.6277,-0.908090,0.000000,100.0000,-5.000000,-0.000237,0.001849,0.028850,0.000008,0.000206,0.028910,0.624776,0.010779,-9.761168
14.14662,0.005509,0.110189,0.000199,0.010572,-0.000194,-0.028861,0.500000,0.000000,0.000000,0.000000,-364.9930,-338.5136,-0.908390,0.000000,100.0000,-5.000000,-0.000225,0.001839,0.028802,0.000007,0.000194,0.028861,0.622719,0.010572,-9.761350
13.94920,0.003909,0.078182,0.000199,0.010021,-0.000132,-0.028759,0.500000,0.000000,0.000000,0.000000,-364.9929,-336.9396,-0.908770,0.000000,100.0000,-5.000000,-0.000161,0.001823,0.028701,0.000006,0.000132,0.028759,0.619781,0.010020,-9.761637
13.85593,0.004435,0.088702,0.000199,0.009750,-0.000156,-0.028695,0.500000,0.000000,0.000000,0.000000,-364.9929,-336.2600,-0.908910,0.000000,100.0000,-5.000000,-0.000183,0.001814,0.028637,0.000006,0.000156,0.028695,0.618410,0.009750,-9.761789
13.68421,0.004953,0.099076,0.000199,0.009286,-0.000181,-0.028652,0.500000,0.000000,0.000000,0.000000,-364.9927,-334.5477,-0.909290,0.000000,100.0000,-5.000000,-0.000207,0.001803,0.028595,0.000007,0.000181,0.028652,0.614887,0.009286,-9.762054
13.63011,0.005282,0.105644,0.000199,0.009203,-0.000196,-0.028662,0.500000,0.000000,0.000000,0.000000,-364.9926,-333.8575,-0.909490,0.000000,100.0000,-5.000000,-0.000222,0.001800,0.028605,0.000008,0.000196,0.028662,0.613420,0.009203,-9.762136
13.28770,0.005771,0.115430,0.000199,0.009130,-0.000220,-0.028282,0.500000,0.000000,0.000000,0.000000,-364.9924,-331.8860,-0.910050,0.000000,100.0000,-5.000000,-0.000245,0.001763,0.028227,0.000007,0.000220,0.028282,0.609208,0.009130,-9.762779
13.15064,0.006529,0.130588,0.000199,0.009164,-0.000254,-0.028108,0.500000,0.000000,0.000000,0.000000,-364.9923,-331.1844,-0.910220,0.000000,100.0000,-5.000000,-0.000279,0.001747,0.028054,0.000006,0.000254,0.028108,0.607738,0.009164,-9.763045
12.85834,0.007134,0.142683,0.000199,0.009388,-0.000282,-0.027732,0.500000,0.000000,0.000000,0.000000,-364.9921,-329.6543,-0.910530,0.000000,100.0000,-5.000000,-0.000308,0.001713,0.027679,0.000005,0.000282,0.027732,0.604408,0.009388,-9.763626
12.67721,0.007332,0.146653,0.000199,0.009692,-0.000292,-0.027547,0.500000,0.000000,0.000000,0.000000,-364.9919,-328.3489,-0.910780,0.000000,100.0000,-5.000000,-0.000319,0.001695,0.027495,0.000005,0.000292,0.027547,0.601765,0.009692,-9.763975
12.58683,0.007314,0.146280,0.000199,0.009791,-0.000293,-0.027481,0.500000,0.000000,0.000000,0.000000,-364.9918,-327.5131,-0.910960,0.000000,100.0000,-5.000000,-0.000319,0.001687,0.027428,0.000006,0.000293,0.027481,0.600199,0.009791,-9.764136
12.42360,0.007026,0.140520,0.000199,0.010074,-0.000282,-0.027378,0.500000,0.000000,0.000000,0.000000,-364.9916,-325.8297,-0.911380,0.000000,100.0000,-5.000000,-0.000310,0.001674,0.027326,0.000007,0.000282,0.027378,0.597360,0.010074,-9.764414
12.25940,0.006731,0.134633,0.000199,0.010259,-0.000271,-0.027247,0.500000,0.000000,0.000000,0.000000,-364.9914,-324.2526,-0.911800,0.000000,100.0000,-5.000000,-0.000299,0.001659,0.027196,0.000007,0.000271,0.027247,0.594912,0.010259,-9.764692
12.15070,0.006605,0.132105,0.000199,0.010255,-0.000267,-0.027111,0.500000,0.000000,0.000000,0.000000,-364.9913,-323.5201,-0.911990,0.000000,100.0000,-5.000000,-0.000295,0.001647,0.027060,0.000006,0.000267,0.027111,0.593834,0.010255,-9.764894
11.90137,0.006404,0.128089,0.000199,0.010249,-0.000261,-0.026776,0.500000,0.000000,0.000000,0.000000,-364.9912,-321.9235,-0.912300,0.000000,100.0000,-5.000000,-0.000288,0.001618,0.026726,0.000003,0.000261,0.026776,0.591678,0.010249,-9.765359
11.82754,0.006292,0.125840,0.000199,0.010148,-0.000258,-0.026761,0.500000,0.000000,0.000000,0.000000,-364.9911,-320.8104,-0.912470,0.000000,100.0000,-5.000000,-0.000285,0.001614,0.026712,0.000004,0.000258,0.026761,0.590405,0.010148,-9.765451
11.74787,0.006239,0.124790,0.000199,0.010050,-0.000258,-0.026763,0.500000,0.000000,0.000000,0.000000,-364.9909,-319.4414,-0.912700,0.000000,100.0000,-5.000000,-0.000284,0.001611,0.026714,0.000005,0.000258,0.026763,0.588643,0.010050,-9.765555
11.63541,0.006403,0.128071,0.000199,0.009963,-0.000268,-0.026752,0.500000,0.000000,0.000000,0.000000,-364.9906,-317.5595,-0.913120,0.000000,100.0000,-5.000000,-0.000294,0.001605,0.026703,0.000006,0.000268,0.026752,0.586294,0.009963,-9.765706
11.52537,0.006546,0.130937,0.000199,0.009874,-0.000277,-0.026675,0.500000,0.000000,0.000000,0.000000,-364.9905,-316.1685,-0.913449,0.000000,100.0000,-5.000000,-0.000303,0.001596,0.026627,0.000005,0.000277,0.026675,0.584923,0.009874,-9.765866
11.48551,0.006620,0.132400,0.000199,0.009878,-0.000281,-0.026679,0.500000,0.000000,0.000000,0.000000,-364.9904,-315.4059,-0.913610,0.000000,100.0000,-5.000000,-0.000307,0.001594,0.026630,0.000005,0.000281,0.026679,0.584433,0.009878,-9.765892
11.41352,0.006721,0.134435,0.000199,0.009788,-0.000289,-0.026716,0.500000,0.000000,0.000000,0.000000,-364.9902,-313.7442,-0.913929,0.000000,100.0000,-5.000000,-0.000315,0.001593,0.026668,0.000005,0.000289,0.026716,0.583160,0.009788,-9.765931
11.25016,0.006818,0.136375,0.000199,0.009795,-0.000296,-0.026517,0.500000,0.000000,0.000000,0.000000,-364.9901,-312.1991,-0.914230,0.000000,100.0000,-5.000000,-0.000321,0.001576,0.026470,0.000004,0.000296,0.026517,0.581298,0.009795,-9.766240
11.05580,0.006957,0.139148,0.000199,0.009804,-0.000305,-0.026209,0.500000,0.000000,0.000000,0.000000,-364.9899,-310.9032,-0.914440,0.000000,100.0000,-5.000000,-0.000330,0.001552,0.026163,0.000004,0.000305,0.026209,0.579339,0.009804,-9.766665
10.85547,0.007001,0.140020,0.000199,0.009808,-0.000309,-0.025896,0.500000,0.000000,0.000000,0.000000,-364.9897,-309.4692,-0.914670,0.000000,100.0000,-5.000000,-0.000334,0.001527,0.025850,0.000004,0.000309,0.025896,0.577087,0.009808,-9.767110
10.73415,0.007029,0.140584,0.000199,0.009811,-0.000312,-0.025708,0.500000,0.000000,0.000000,0.000000,-364.9896,-308.5521,-0.914830,0.000000,100.0000,-5.000000,-0.000337,0.001513,0.025662,0.000004,0.000312,0.025708,0.575618,0.009811,-9.767385
10.50651,0.007039,0.140784,0.000199,0.009815,-0.000315,-0.025372,0.500000,0.000000,0.000000,0.000000,-364.9893,-306.5746,-0.915220,0.000000,100.0000,-5.000000,-0.000340,0.001486,0.025328,0.000005,0.000315,0.025372,0.572779,0.009815,-9.767887
10.35651,0.007077,0.141557,0.000199,0.009819,-0.000319,-0.025147,0.500000,0.000000,0.000000,0.000000,-364.9892,-305.2472,-0.915500,0.000000,100.0000,-5.000000,-0.000344,0.001469,0.025104,0.000005,0.000319,0.025147,0.571114,0.009819,-9.768209
10.21554,0.005319,0.106389,0.000199,0.009540,-0.000236,-0.024952,0.500000,0.000000,0.000000,0.000000,-364.9891,-303.7787,-0.915800,0.000000,100.0000,-5.000000,-0.000260,0.001453,0.024909,0.000005,0.000236,0.024952,0.569547,0.009540,-9.768496
10.02656,0.007861,0.157226,0.000199,0.009667,-0.000363,-0.024647,0.500000,0.000000,0.000000,0.000000,-364.9889,-302.1667,-0.916070,0.000000,100.0000,-5.000000,-0.000386,0.001430,0.024606,0.000003,0.000363,0.024647,0.568174,0.009667,-9.768881
9.910801,0.007611,0.152222,0.000199,0.009853,-0.000353,-0.024542,0.500000,0.000000,0.000000,0.000000,-364.9887,-300.2732,-0.916280,0.000000,100.0000,-5.000000,-0.000377,0.001421,0.024501,0.000002,0.000353,0.024542,0.567194,0.009853,-9.769042
9.927910,0.007484,0.149693,0.000199,0.009848,-0.000348,-0.024662,0.500000,0.000000,0.000000,0.000000,-364.9886,-299.4575,-0.916350,0.000000,100.0000,-5.000000,-0.000372,0.001427,0.024619,0.000002,0.000348,0.024662,0.566900,0.009848,-9.768939
10.05612,0.006742,0.134854,0.000199,0.009618,-0.000314,-0.025158,0.500000,0.000000,0.000000,0.000000,-364.9884,-297.5443,-0.916650,0.000000,100.0000,-5.000000,-0.000337,0.001457,0.025116,0.000005,0.000314,0.025158,0.566315,0.009618,-9.768476
10.06687,0.007034,0.140692,0.000199,0.009536,-0.000330,-0.025326,0.500000,0.000000,0.000000,0.000000,-364.9882,-296.0315,-0.916990,0.000000,100.0000,-5.000000,-0.000354,0.001466,0.025283,0.000005,0.000330,0.025326,0.565728,0.009536,-9.768344
9.928722,0.007425,0.148516,0.000199,0.009461,-0.000353,-0.025128,0.500000,0.000000,0.000000,0.000000,-364.9880,-294.3716,-0.917350,0.000000,100.0000,-5.000000,-0.000376,0.001451,0.025086,0.000004,0.000353,0.025128,0.564650,0.009461,-9.768603
9.672050,0.007665,0.153313,0.000199,0.009574,-0.000367,-0.024623,0.500000,0.000000,0.000000,0.000000,-364.9879,-292.7018,-0.917600,0.000000,100.0000,-5.000000,-0.000390,0.001415,0.024582,0.000002,0.000367,0.024623,0.562885,0.009574,-9.769210
9.551750,0.007686,0.153729,0.000199,0.009576,-0.000370,-0.024389,0.500000,0.000000,0.000000,0.000000,-364.9877,-291.8633,-0.917690,0.000000,100.0000,-5.000000,-0.000392,0.001399,0.024348,0.000002,0.000370,0.024389,0.561905,0.009576,-9.769501
9.344360,0.007734,0.154694,0.000199,0.009679,-0.000375,-0.024008,0.500000,0.000000,0.000000,0.000000,-364.9875,-290.0380,-0.917890,0.000000,100.0000,-5.000000,-0.000397,0.001372,0.023969,0.000002,0.000375,0.024008,0.559653,0.009679,-9.770010
9.220993,0.006888,0.137776,0.000199,0.009736,-0.000334,-0.023849,0.500000,0.000000,0.000000,0.000000,-364.9872,-288.0597,-0.918220,0.000000,100.0000,-5.000000,-0.000356,0.001360,0.023810,0.000004,0.000334,0.023849,0.557598,0.009736,-9.770287
9.224945,0.006173,0.123473,0.000199,0.009310,-0.000299,-0.023971,0.500000,0.000000,0.000000,0.000000,-364.9871,-286.6385,-0.918489,0.000000,100.0000,-5.000000,-0.000321,0.001366,0.023932,0.000004,0.000299,0.023971,0.557304,0.009309,-9.770181
9.171066,0.006807,0.136144,0.000199,0.009149,-0.000334,-0.023942,0.500000,0.000000,0.000000,0.000000,-364.9870,-285.2107,-0.918750,0.000000,100.0000,-5.000000,-0.000355,0.001363,0.023903,0.000003,0.000334,0.023942,0.556814,0.009149,-9.770239
8.939316,0.007806,0.156128,0.000199,0.009107,-0.000390,-0.023498,0.500000,0.000000,0.000000,0.000000,-364.9868,-283.0567,-0.919059,0.000000,100.0000,-5.000000,-0.000410,0.001332,0.023460,0.000002,0.000390,0.023498,0.555148,0.009107,-9.770777
8.803253,0.008242,0.164841,0.000199,0.009132,-0.000415,-0.023244,0.500000,0.000000,0.000000,0.000000,-364.9865,-281.6125,-0.919230,0.000000,100.0000,-5.000000,-0.000435,0.001315,0.023207,0.000003,0.000415,0.023244,0.553679,0.009132,-9.771113
8.635948,0.008431,0.168628,0.000199,0.009340,-0.000427,-0.022914,0.500000,0.000000,0.000000,0.000000,-364.9864,-280.0164,-0.919460,0.000000,100.0000,-5.000000,-0.000447,0.001292,0.022878,0.000003,0.000427,0.022914,0.551916,0.009340,-9.771544
8.435120,0.008364,0.167293,0.000199,0.009534,-0.000425,-0.022480,0.500000,0.000000,0.000000,0.000000,-364.9862,-278.5587,-0.919680,0.000000,100.0000,-5.000000,-0.000446,0.001264,0.022445,0.000003,0.000425,0.022480,0.550349,0.009534,-9.772064
8.341225,0.008207,0.164143,0.000199,0.009626,-0.000419,-0.022356,0.500000,0.000000,0.000000,0.000000,-364.9860,-276.6540,-0.919890,0.000000,100.0000,-5.000000,-0.000440,0.001254,0.022321,0.000002,0.000419,0.022356,0.549565,0.009626,-9.772233
8.425499,0.008149,0.162988,0.000199,0.009723,-0.000418,-0.022699,0.500000,0.000000,0.000000,0.000000,-364.9857,-274.8864,-0.920109,0.000000,100.0000,-5.000000,-0.000439,0.001274,0.022662,0.000003,0.000418,0.022699,0.549565,0.009723,-9.771891
8.558739,0.007988,0.159772,0.000199,0.009813,-0.000410,-0.023165,0.500000,0.000000,0.000000,0.000000,-364.9856,-273.2581,-0.920370,0.000000,100.0000,-5.000000,-0.000432,0.001302,0.023128,0.000004,0.000410,0.023165,0.549860,0.009813,-9.771409
8.517418,0.007728,0.154571,0.000199,0.009704,-0.000399,-0.023189,0.500000,0.000000,0.000000,0.000000,-364.9853,-271.1748,-0.920660,0.000000,100.0000,-5.000000,-0.000421,0.001302,0.023152,0.000001,0.000399,0.023189,0.550152,0.009704,-9.771367
8.538620,0.007698,0.153978,0.000199,0.009703,-0.000398,-0.023304,0.500000,0.000000,0.000000,0.000000,-364.9852,-270.2783,-0.920739,0.000000,100.0000,-5.000000,-0.000420,0.001308,0.023267,0.000002,0.000398,0.023304,0.550054,0.009703,-9.771257
8.513496,0.007848,0.156963,0.000199,0.009616,-0.000409,-0.023369,0.500000,0.000000,0.000000,0.000000,-364.9850,-268.1777,-0.920990,0.000000,100.0000,-5.000000,-0.000431,0.001311,0.023332,0.000003,0.000409,0.023369,0.548978,0.009616,-9.771254
8.330475,0.007885,0.157704,0.000199,0.009621,-0.000413,-0.022969,0.500000,0.000000,0.000000,0.000000,-364.9848,-266.5188,-0.921260,0.000000,100.0000,-5.000000,-0.000435,0.001285,0.022932,0.000003,0.000413,0.022969,0.547215,0.009620,-9.771752
8.081871,0.007863,0.157273,0.000199,0.009622,-0.000414,-0.022363,0.500000,0.000000,0.000000,0.000000,-364.9846,-265.1561,-0.921480,0.000000,100.0000,-5.000000,-0.000435,0.001246,0.022328,0.000003,0.000414,0.022363,0.545354,0.009621,-9.772462
7.674660,0.008053,0.161066,0.000199,0.009538,-0.000428,-0.021347,0.500000,0.000000,0.000000,0.000000,-364.9844,-263.1790,-0.921760,0.000000,100.0000,-5.000000,-0.000448,0.001183,0.021313,0.000002,0.000428,0.021347,0.542513,0.009538,-9.773636
7.470329,0.008125,0.162500,0.000199,0.009544,-0.000434,-0.020835,0.500000,0.000000,0.000000,0.000000,-364.9843,-262.1103,-0.921890,0.000000,100.0000,-5.000000,-0.000453,0.001151,0.020803,0.000002,0.000434,0.020835,0.541043,0.009543,-9.774229
7.203468,0.008570,0.171418,0.000199,0.009670,-0.000462,-0.020201,0.500000,0.000000,0.000000,0.000000,-364.9840,-259.9639,-0.922139,0.000000,100.0000,-5.000000,-0.000481,0.001112,0.020170,0.000002,0.000462,0.020201,0.538693,0.009669,-9.774992
7.092918,0.009004,0.180080,0.000199,0.009794,-0.000488,-0.019968,0.500000,0.000000,0.000000,0.000000,-364.9839,-258.4237,-0.922380,0.000000,100.0000,-5.000000,-0.000507,0.001097,0.019937,0.000003,0.000488,0.019968,0.537518,0.009794,-9.775291
6.997795,0.009684,0.193690,0.000199,0.010128,-0.000528,-0.019775,0.500000,0.000000,0.000000,0.000000,-364.9836,-256.8776,-0.922610,0.000000,100.0000,-5.000000,-0.000548,0.001085,0.019744,0.000002,0.000528,0.019775,0.536832,0.010128,-9.775520
6.951004,0.009119,0.182393,0.000199,0.010489,-0.000498,-0.019731,0.500000,0.000000,0.000000,0.000000,-364.9834,-255.0145,-0.922850,0.000000,100.0000,-5.000000,-0.000518,0.001081,0.019701,0.000002,0.000498,0.019731,0.536635,0.010489,-9.775575
6.983955,0.008249,0.164989,0.000199,0.010539,-0.000450,-0.019899,0.500000,0.000000,0.000000,0.000000,-364.9832,-253.4555,-0.923000,0.000000,100.0000,-5.000000,-0.000470,0.001090,0.019868,0.000001,0.000450,0.019899,0.536831,0.010539,-9.775396
7.055511,0.008200,0.164014,0.000199,0.010440,-0.000449,-0.020184,0.500000,0.000000,0.000000,0.000000,-364.9830,-251.7340,-0.923160,0.000000,100.0000,-5.000000,-0.000469,0.001107,0.020154,0.000002,0.000449,0.020184,0.537027,0.010440,-9.775100
7.108406,0.007941,0.158838,0.000199,0.010134,-0.000436,-0.020424,0.500000,0.000000,0.000000,0.000000,-364.9828,-249.8480,-0.923380,0.000000,100.0000,-5.000000,-0.000456,0.001120,0.020393,0.000002,0.000436,0.020424,0.536929,0.010134,-9.774864
7.098007,0.007355,0.147116,0.000199,0.009809,-0.000405,-0.020476,0.500000,0.000000,0.000000,0.000000,-364.9825,-248.1119,-0.923619,0.000000,100.0000,-5.000000,-0.000424,0.001122,0.020445,0.000002,0.000405,0.020476,0.536538,0.009808,-9.774837
7.014038,0.007533,0.150663,0.000199,0.009625,-0.000417,-0.020298,0.500000,0.000000,0.000000,0.000000,-364.9824,-246.6864,-0.923830,0.000000,100.0000,-5.000000,-0.000436,0.001111,0.020268,0.000002,0.000417,0.020298,0.535754,0.009625,-9.775057
6.825943,0.007664,0.153293,0.000199,0.009439,-0.000427,-0.019831,0.500000,0.000000,0.000000,0.000000,-364.9823,-244.9380,-0.924070,0.000000,100.0000,-5.000000,-0.000445,0.001083,0.019801,0.000002,0.000427,0.019831,0.534480,0.009439,-9.775594
6.471588,0.008156,0.163133,0.000199,0.009276,-0.000460,-0.018900,0.500000,0.000000,0.000000,0.000000,-364.9820,-242.5428,-0.924340,0.000000,100.0000,-5.000000,-0.000477,0.001027,0.018872,0.000001,0.000460,0.018900,0.532227,0.009276,-9.776647
6.172813,0.008596,0.171937,0.000199,0.009305,-0.000489,-0.018115,0.500000,0.000000,0.000000,0.000000,-364.9818,-240.2959,-0.924530,0.000000,100.0000,-5.000000,-0.000505,0.000980,0.018088,0.000001,0.000489,0.018115,0.530169,0.009305,-9.777544
6.040085,0.008627,0.172540,0.000199,0.009309,-0.000492,-0.017786,0.500000,0.000000,0.000000,0.000000,-364.9815,-238.6846,-0.924660,0.000000,100.0000,-5.000000,-0.000508,0.000960,0.017759,0.000001,0.000492,0.017786,0.528994,0.009308,-9.777937
5.961670,0.008710,0.174219,0.000199,0.009316,-0.000499,-0.017620,0.500000,0.000000,0.000000,0.000000,-364.9814,-236.9057,-0.924860,0.000000,100.0000,-5.000000,-0.000515,0.000950,0.017594,0.000002,0.000499,0.017620,0.528015,0.009316,-9.778156
5.919624,0.008840,0.176818,0.000199,0.009325,-0.000509,-0.017554,0.500000,0.000000,0.000000,0.000000,-364.9812,-235.2828,-0.925090,0.000000,100.0000,-5.000000,-0.000524,0.000946,0.017528,0.000002,0.000509,0.017554,0.527428,0.009325,-9.778254
5.857689,0.008922,0.178441,0.000199,0.009430,-0.000515,-0.017434,0.500000,0.000000,0.000000,0.000000,-364.9810,-233.4915,-0.925350,0.000000,100.0000,-5.000000,-0.000531,0.000938,0.017408,0.000002,0.000515,0.017434,0.526938,0.009430,-9.778399
5.719460,0.008158,0.163168,0.000199,0.009387,-0.000472,-0.017100,0.500000,0.000000,0.000000,0.000000,-364.9807,-231.2022,-0.925620,0.000000,100.0000,-5.000000,-0.000488,0.000919,0.017075,0.000001,0.000472,0.017100,0.526349,0.009387,-9.778765
5.797829,0.007635,0.152702,0.000199,0.009161,-0.000443,-0.017391,0.500000,0.000000,0.000000,0.000000,-364.9805,-229.5607,-0.925750,0.000000,100.0000,-5.000000,-0.000458,0.000935,0.017365,0.000001,0.000443,0.017391,0.526936,0.009161,-9.778441
6.005310,0.008163,0.163266,0.000199,0.008998,-0.000476,-0.018071,0.500000,0.000000,0.000000,0.000000,-364.9803,-227.9137,-0.925869,0.000000,100.0000,-5.000000,-0.000491,0.000974,0.018044,0.000001,0.000476,0.018071,0.528112,0.008998,-9.777700
6.333168,0.008041,0.160823,0.000199,0.008894,-0.000469,-0.019124,0.500000,0.000000,0.000000,0.000000,-364.9802,-226.0961,-0.926040,0.000000,100.0000,-5.000000,-0.000486,0.001034,0.019095,0.000002,0.000469,0.019124,0.529485,0.008894,-9.776573
6.578072,0.009990,0.199819,0.000199,0.009209,-0.000589,-0.019951,0.500000,0.000000,0.000000,0.000000,-364.9799,-223.7736,-0.926460,0.000000,100.0000,-5.000000,-0.000606,0.001082,0.019921,0.000003,0.000589,0.019951,0.530270,0.009209,-9.775702
6.343140,0.009713,0.194274,0.000199,0.009390,-0.000574,-0.019298,0.500000,0.000000,0.000000,0.000000,-364.9797,-222.1084,-0.926740,0.000000,100.0000,-5.000000,-0.000591,0.001043,0.019270,0.000002,0.000574,0.019298,0.529387,0.009390,-9.776402
5.954086,0.009536,0.190722,0.000199,0.009480,-0.000566,-0.018171,0.500000,0.000000,0.000000,0.000000,-364.9794,-220.4381,-0.926870,0.000000,100.0000,-5.000000,-0.000582,0.000978,0.018144,0.000001,0.000566,0.018171,0.527524,0.009480,-9.777630
5.445251,0.009128,0.182561,0.000199,0.009655,-0.000544,-0.016695,0.500000,0.000000,0.000000,0.000000,-364.9792,-217.9229,-0.926960,0.000000,100.0000,-5.000000,-0.000560,0.000892,0.016670,0.000001,0.000544,0.016695,0.523997,0.009655,-9.779296
5.056595,0.008811,0.176224,0.000199,0.009638,-0.000528,-0.015555,0.500000,0.000000,0.000000,0.000000,-364.9790,-216.0711,-0.927120,0.000000,100.0000,-5.000000,-0.000542,0.000827,0.015532,0.000001,0.000528,0.015555,0.520961,0.009638,-9.780597
4.717552,0.008842,0.176844,0.000199,0.009545,-0.000533,-0.014559,0.500000,0.000000,0.000000,0.000000,-364.9787,-214.2132,-0.927330,0.000000,100.0000,-5.000000,-0.000546,0.000771,0.014539,0.000001,0.000533,0.014559,0.518512,0.009545,-9.781723
4.483162,0.008916,0.178328,0.000199,0.009552,-0.000539,-0.013874,0.500000,0.000000,0.000000,0.000000,-364.9785,-212.6885,-0.927520,0.000000,100.0000,-5.000000,-0.000552,0.000732,0.013853,0.000001,0.000539,0.013874,0.516945,0.009552,-9.782493
4.296066,0.008895,0.177901,0.000199,0.009553,-0.000540,-0.013338,0.500000,0.000000,0.000000,0.000000,-364.9783,-210.8195,-0.927750,0.000000,100.0000,-5.000000,-0.000552,0.000702,0.013318,0.000001,0.000540,0.013338,0.515769,0.009553,-9.783091
4.296555,0.008772,0.175448,0.000199,0.009450,-0.000535,-0.013385,0.500000,0.000000,0.000000,0.000000,-364.9781,-208.7738,-0.927930,0.000000,100.0000,-5.000000,-0.000547,0.000705,0.013366,0.000001,0.000535,0.013385,0.516258,0.009449,-9.783017
4.683372,0.008901,0.178024,0.000199,0.009458,-0.000543,-0.014633,0.500000,0.000000,0.000000,0.000000,-364.9779,-207.0635,-0.928050,0.000000,100.0000,-5.000000,-0.000556,0.000774,0.014612,0.000001,0.000543,0.014633,0.518218,0.009458,-9.781666
5.099060,0.009132,0.182657,0.000199,0.009375,-0.000558,-0.015981,0.500000,0.000000,0.000000,0.000000,-364.9777,-205.1766,-0.928280,0.000000,100.0000,-5.000000,-0.000573,0.000849,0.015958,0.000002,0.000558,0.015981,0.520276,0.009375,-9.780209
5.323303,0.009016,0.180330,0.000199,0.009369,-0.000553,-0.016746,0.500000,0.000000,0.000000,0.000000,-364.9774,-202.9389,-0.928600,0.000000,100.0000,-5.000000,-0.000567,0.000892,0.016722,0.000002,0.000553,0.016746,0.521550,0.009369,-9.779375
5.227112,0.008989,0.179789,0.000199,0.009369,-0.000553,-0.016489,0.500000,0.000000,0.000000,0.000000,-364.9772,-201.2121,-0.928809,0.000000,100.0000,-5.000000,-0.000567,0.000877,0.016466,0.000001,0.000553,0.016489,0.521255,0.009369,-9.779648
4.969772,0.009162,0.183245,0.000199,0.009285,-0.000566,-0.015722,0.500000,0.000000,0.000000,0.000000,-364.9770,-199.4804,-0.928950,0.000000,100.0000,-5.000000,-0.000580,0.000834,0.015699,0.000001,0.000566,0.015722,0.519981,0.009285,-9.780483
4.665878,0.008787,0.175757,0.000199,0.009263,-0.000545,-0.014801,0.500000,0.000000,0.000000,0.000000,-364.9768,-197.7438,-0.929040,0.000000,100.0000,-5.000000,-0.000558,0.000782,0.014780,0.000001,0.000545,0.014801,0.518022,0.009263,-9.781506
4.352501,0.008118,0.162361,0.000199,0.008930,-0.000505,-0.013849,0.500000,0.000000,0.000000,0.000000,-364.9767,-195.8281,-0.929190,0.000000,100.0000,-5.000000,-0.000517,0.000729,0.013829,0.000001,0.000505,0.013849,0.515671,0.008930,-9.782584
3.814438,0.009054,0.181083,0.000199,0.008700,-0.000569,-0.012183,0.500000,0.000000,0.000000,0.000000,-364.9764,-193.3816,-0.929450,0.000000,100.0000,-5.000000,-0.000579,0.000637,0.012166,0.000001,0.000569,0.012183,0.512144,0.008700,-9.784436
3.417320,0.009780,0.195619,0.000199,0.008847,-0.000618,-0.010947,0.500000,0.000000,0.000000,0.000000,-364.9762,-191.4529,-0.929640,0.000000,100.0000,-5.000000,-0.000627,0.000569,0.010931,0.000001,0.000618,0.010947,0.509793,0.008847,-9.785794
3.183533,0.009348,0.186961,0.000199,0.008919,-0.000592,-0.010222,0.500000,0.000000,0.000000,0.000000,-364.9760,-189.8706,-0.929780,0.000000,100.0000,-5.000000,-0.000601,0.000530,0.010208,0.000001,0.000592,0.010222,0.508421,0.008919,-9.786591
2.964699,0.010032,0.200645,0.000199,0.009162,-0.000638,-0.009548,0.500000,0.000000,0.000000,0.000000,-364.9758,-187.9316,-0.929970,0.000000,100.0000,-5.000000,-0.000646,0.000494,0.009534,0.000001,0.000638,0.009548,0.506756,0.009162,-9.787352
2.749504,0.009765,0.195314,0.000199,0.009245,-0.000624,-0.008890,0.500000,0.000000,0.000000,0.000000,-364.9754,-185.2784,-0.930190,0.000000,100.0000,-5.000000,-0.000632,0.000459,0.008877,0.000001,0.000624,0.008890,0.505874,0.009245,-9.788055
2.997849,0.009941,0.198826,0.000199,0.009356,-0.000636,-0.009717,0.500000,0.000000,0.000000,0.000000,-364.9752,-183.5039,-0.930310,0.000000,100.0000,-5.000000,-0.000645,0.000503,0.009704,0.000001,0.000636,0.009717,0.507147,0.009355,-9.787160
3.377167,0.009053,0.181076,0.000199,0.009396,-0.000579,-0.010974,0.500000,0.000000,0.000000,0.000000,-364.9750,-181.7248,-0.930490,0.000000,100.0000,-5.000000,-0.000589,0.000570,0.010959,0.000001,0.000579,0.010974,0.509009,0.009396,-9.785807
3.872147,0.009352,0.187046,0.000199,0.009514,-0.000599,-0.012628,0.500000,0.000000,0.000000,0.000000,-364.9747,-179.2264,-0.930810,0.000000,100.0000,-5.000000,-0.000610,0.000660,0.012610,0.000001,0.000599,0.012628,0.511851,0.009514,-9.784005
4.207359,0.009326,0.186536,0.000199,0.009415,-0.000598,-0.013759,0.500000,0.000000,0.000000,0.000000,-364.9745,-177.2572,-0.931030,0.000000,100.0000,-5.000000,-0.000610,0.000722,0.013740,0.000001,0.000598,0.013759,0.514006,0.009415,-9.782763
