VxL.x,VxL.y,VxL.z,normL,errorAileron,errorRudder,errorElevator,errorThrottle,P_des.x,P_des.y,P_des.z,P_is.x,P_is.y,P_is.z,L_is.x,L_is.y,L_is.z,aCMDin.x,aCMDin.y,aCMDin.z,aCMDb.x,aCMDb.y,aCMDb.z,ACMDb.x,ACMD.y,ACMDb.z
4.349968,0.007499,0.149998,0.000199,0.009003,-0.000480,-0.014265,0.500000,0.000000,0.000000,0.000000,-364.9743,-175.2826,-0.931190,0.000000,100.0000,-5.000000,-0.000492,0.000750,0.014245,0.000001,0.000480,0.014265,0.515181,0.009003,-9.782195
4.376953,0.007847,0.156950,0.000199,0.008733,-0.000504,-0.014386,0.500000,0.000000,0.000000,0.000000,-364.9741,-173.6629,-0.931290,0.000000,100.0000,-5.000000,-0.000516,0.000756,0.014365,0.000001,0.000504,0.014386,0.515279,0.008733,-9.782068
4.102737,0.010201,0.204039,0.000199,0.008891,-0.000661,-0.013521,0.500000,0.000000,0.000000,0.000000,-364.9739,-171.6784,-0.931489,0.000000,100.0000,-5.000000,-0.000673,0.000708,0.013502,0.000001,0.000661,0.013521,0.512928,0.008891,-9.783056
3.323219,0.010806,0.216127,0.000199,0.009131,-0.000705,-0.010984,0.500000,0.000000,0.000000,0.000000,-364.9736,-169.5073,-0.931740,0.000000,100.0000,-5.000000,-0.000715,0.000570,0.010969,0.000001,0.000705,0.010984,0.508617,0.009131,-9.785818
2.750107,0.010977,0.219546,0.000199,0.009145,-0.000720,-0.009110,0.500000,0.000000,0.000000,0.000000,-364.9734,-167.8748,-0.931860,0.000000,100.0000,-5.000000,-0.000728,0.000470,0.009097,0.000001,0.000720,0.009110,0.505482,0.009145,-9.787854
1.983902,0.010684,0.213698,0.000199,0.009425,-0.000705,-0.006597,0.500000,0.000000,0.000000,0.000000,-364.9730,-164.9639,-0.932030,0.000000,100.0000,-5.000000,-0.000711,0.000337,0.006588,0.000000,0.000705,0.006597,0.500877,0.009425,-9.790604
1.803047,0.011884,0.237684,0.000199,0.009702,-0.000787,-0.006004,0.500000,0.000000,0.000000,0.000000,-364.9729,-163.8695,-0.932110,0.000000,100.0000,-5.000000,-0.000792,0.000306,0.005996,0.000000,0.000787,0.006004,0.499701,0.009702,-9.791256
1.772850,0.013473,0.269468,0.000199,0.010595,-0.000895,-0.005925,0.500000,0.000000,0.000000,0.000000,-364.9725,-161.1266,-0.932350,0.000000,100.0000,-5.000000,-0.000901,0.000302,0.005916,0.000001,0.000895,0.005925,0.499309,0.010595,-9.791354
2.268204,0.015008,0.300168,0.000199,0.011579,-0.000998,-0.007599,0.500000,0.000000,0.000000,0.000000,-364.9721,-159.1090,-0.932630,0.000000,100.0000,-5.000000,-0.001006,0.000389,0.007588,0.000001,0.000998,0.007599,0.501368,0.011579,-9.789576
2.607109,0.016536,0.330733,0.000199,0.012662,-0.001101,-0.008753,0.500000,0.000000,0.000000,0.000000,-364.9718,-157.4544,-0.932960,0.000000,100.0000,-5.000000,-0.001111,0.000450,0.008740,0.000002,0.001101,0.008753,0.502838,0.012662,-9.788344
2.795738,0.020054,0.401091,0.000199,0.014859,-0.001339,-0.009413,0.500000,0.000000,0.000000,0.000000,-364.9714,-155.2430,-0.933449,0.000000,100.0000,-5.000000,-0.001351,0.000485,0.009399,0.000002,0.001339,0.009413,0.504112,0.014858,-9.787617
2.755974,0.024824,0.496498,0.000199,0.018122,-0.001662,-0.009307,0.500000,0.000000,0.000000,0.000000,-364.9707,-152.8404,-0.933880,0.000000,100.0000,-5.000000,-0.001678,0.000480,0.009292,0.000001,0.001662,0.009307,0.504014,0.018121,-9.787723
2.529213,0.030634,0.612690,0.000199,0.021361,-0.002059,-0.008564,0.500000,0.000000,0.000000,0.000000,-364.9701,-150.8019,-0.934289,0.000000,100.0000,-5.000000,-0.002076,0.000440,0.008549,0.000001,0.002059,0.008564,0.502740,0.021359,-9.788526
1.919907,0.041369,0.827394,0.000199,0.025136,-0.002796,-0.006521,0.500000,0.000000,0.000000,0.000000,-364.9692,-148.7584,-0.934560,0.000000,100.0000,-5.000000,-0.002810,0.000334,0.006505,0.000001,0.002796,0.006521,0.500093,0.025133,-9.790698
1.483223,0.051824,1.036491,0.000199,0.028306,-0.003515,-0.005051,0.500000,0.000000,0.000000,0.000000,-364.9683,-147.0827,-0.934680,0.000000,100.0000,-5.000000,-0.003528,0.000258,0.005036,0.000000,0.003515,0.005051,0.497644,0.028303,-9.792287
0.958526,0.065652,1.313044,0.000199,0.031615,-0.004470,-0.003278,0.500000,0.000000,0.000000,0.000000,-364.9670,-145.2169,-0.934859,0.000000,100.0000,-5.000000,-0.004479,0.000168,0.003261,-0.000001,0.004470,0.003278,0.494214,0.031609,-9.794228
0.309883,0.082849,1.656998,0.000199,0.034965,-0.005663,-0.001074,0.500000,0.000000,0.000000,0.000000,-364.9652,-143.1598,-0.935150,0.000000,100.0000,-5.000000,-0.005666,0.000058,0.001056,-0.000002,0.005663,0.001074,0.490097,0.034958,-9.796632
-0.807205,0.108923,2.178468,0.000199,0.034824,-0.007481,0.002745,0.500000,0.000000,0.000000,0.000000,-364.9621,-140.3468,-0.935440,0.000000,100.0000,-5.000000,-0.007474,-0.000127,-0.002763,-0.000007,0.007481,-0.002745,0.485095,0.034817,-9.800706
-1.151115,0.127922,2.558458,0.000199,0.028697,-0.008803,0.003935,0.500000,0.000000,0.000000,0.000000,-364.9595,-138.4664,-0.935430,0.000000,100.0000,-5.000000,-0.008796,-0.000181,-0.003948,-0.000012,0.008803,-0.003935,0.483327,0.028694,-9.802002
-1.015343,0.146796,2.935932,0.000199,0.025702,-0.010120,0.003479,0.500000,0.000000,0.000000,0.000000,-364.9565,-136.5820,-0.935510,0.000000,100.0000,-5.000000,-0.010115,-0.000155,-0.003490,-0.000019,0.010120,-0.003479,0.483222,0.025699,-9.801558
-0.708709,0.165678,3.313569,0.000199,0.020852,-0.011444,0.002435,0.500000,0.000000,0.000000,0.000000,-364.9527,-134.5047,-0.935750,0.000000,100.0000,-5.000000,-0.011442,-0.000099,-0.002442,-0.000028,0.011444,-0.002435,0.484584,0.020850,-9.800454
-0.000305,0.183643,3.672863,0.000199,0.012034,-0.012720,0.000005,0.500000,0.000000,0.000000,0.000000,-364.9473,-131.8540,-0.936090,0.000000,100.0000,-5.000000,-0.012720,0.000026,-0.000002,-0.000041,0.012720,-0.000005,0.488000,0.012034,-9.797859
0.764144,0.191611,3.832224,0.000199,0.012320,-0.013300,-0.002643,0.500000,0.000000,0.000000,0.000000,-364.9432,-129.9559,-0.936570,0.000000,100.0000,-5.000000,-0.013299,0.000162,0.002643,-0.000049,0.013300,0.002643,0.491029,0.012320,-9.795057
1.677116,0.198779,3.975584,0.000199,0.016571,-0.013827,-0.005825,0.500000,0.000000,0.000000,0.000000,-364.9385,-127.8636,-0.937440,0.000000,100.0000,-5.000000,-0.013827,0.000328,0.005816,-0.000055,0.013827,0.005825,0.494060,0.016571,-9.791722
2.619926,0.206985,4.139712,0.000199,0.022951,-0.014425,-0.009128,0.500000,0.000000,0.000000,0.000000,-364.9336,-125.7666,-0.938840,0.000000,100.0000,-5.000000,-0.014430,0.000503,0.009107,-0.000057,0.014425,0.009128,0.496508,0.022948,-9.788293
3.485878,0.216106,4.322131,0.000199,0.029977,-0.015081,-0.012177,0.500000,0.000000,0.000000,0.000000,-364.9290,-123.8563,-0.940650,0.000000,100.0000,-5.000000,-0.015095,0.000668,0.012141,-0.000056,0.015081,0.012177,0.498763,0.029973,-9.785121
4.623405,0.225299,4.505990,0.000199,0.037007,-0.015739,-0.016187,0.500000,0.000000,0.000000,0.000000,-364.9241,-121.9423,-0.943069,0.000000,100.0000,-5.000000,-0.015768,0.000889,0.016134,-0.000047,0.015739,0.016187,0.501025,0.036999,-9.780984
5.886429,0.240645,4.812909,0.000199,0.047321,-0.016834,-0.020679,0.500000,0.000000,0.000000,0.000000,-364.9165,-119.0642,-0.948310,0.000000,100.0000,-5.000000,-0.016890,0.001145,0.020601,-0.000026,0.016834,0.020679,0.501536,0.047303,-9.776443
6.177925,0.250768,5.015372,0.000199,0.053250,-0.017563,-0.021753,0.500000,0.000000,0.000000,0.000000,-364.9111,-117.1410,-0.952779,0.000000,100.0000,-5.000000,-0.017634,0.001209,0.021662,-0.000014,0.017563,0.021753,0.499981,0.053225,-9.775432
5.880341,0.260479,5.209592,0.000199,0.052699,-0.018286,-0.020748,0.500000,0.000000,0.000000,0.000000,-364.9055,-115.2141,-0.957660,0.000000,100.0000,-5.000000,-0.018352,0.001156,0.020657,-0.000008,0.018286,0.020748,0.496851,0.052675,-9.776602
5.410126,0.267199,5.343987,0.000199,0.049483,-0.018796,-0.019113,0.500000,0.000000,0.000000,0.000000,-364.9015,-113.8631,-0.961240,0.000000,100.0000,-5.000000,-0.018850,0.001067,0.019030,-0.000007,0.018796,0.019113,0.493521,0.049463,-9.778416
3.642097,0.278336,5.566720,0.000199,0.037610,-0.019671,-0.012897,0.500000,0.000000,0.000000,0.000000,-364.8925,-110.9622,-0.969189,0.000000,100.0000,-5.000000,-0.019691,0.000730,0.012846,-0.000012,0.019671,0.012897,0.482640,0.037601,-9.785205
1.029503,0.284575,5.691509,0.000199,0.027433,-0.020179,-0.003655,0.500000,0.000000,0.000000,0.000000,-364.8845,-108.4416,-0.976150,0.000000,100.0000,-5.000000,-0.020180,0.000248,0.003637,-0.000029,0.020179,0.003655,0.469199,0.027430,-9.795113
-1.808464,0.287175,5.743504,0.000199,0.019033,-0.020404,0.006424,0.500000,0.000000,0.000000,0.000000,-364.8776,-106.3040,-0.981630,0.000000,100.0000,-5.000000,-0.020406,-0.000248,-0.006413,-0.000048,0.020404,-0.006424,0.456246,0.019032,-9.805807
-5.050415,0.288312,5.766239,0.000199,0.010707,-0.020507,0.017983,0.500000,0.000000,0.000000,0.000000,-364.8707,-104.1621,-0.986360,0.000000,100.0000,-5.000000,-0.020528,-0.000779,-0.017941,-0.000062,0.020507,-0.017983,0.442708,0.010707,-9.817982
-8.895294,0.288271,5.765433,0.000199,0.000998,-0.020501,0.031744,0.500000,0.000000,0.000000,0.000000,-364.8631,-101.8205,-0.990270,0.000000,100.0000,-5.000000,-0.020571,-0.001359,-0.031670,-0.000064,0.020501,-0.031744,0.428202,0.000998,-9.832373
-12.63459,0.285287,5.705754,0.000199,-0.011113,-0.020250,0.045193,0.500000,0.000000,0.000000,0.000000,-364.8555,-99.47377,-0.992340,0.000000,100.0000,-5.000000,-0.020402,-0.001870,-0.045085,-0.000038,0.020250,-0.045193,0.416564,-0.011113,-9.846292
-14.93137,0.281133,5.622675,0.000199,-0.021845,-0.019909,0.053524,0.500000,0.000000,0.000000,0.000000,-364.8487,-97.31803,-0.992439,0.000000,100.0000,-5.000000,-0.020146,-0.002161,-0.053391,-0.000001,0.019909,-0.053524,0.411407,-0.021844,-9.854804
-15.29514,0.274423,5.488478,0.000199,-0.026817,-0.019446,0.054970,0.500000,0.000000,0.000000,0.000000,-364.8402,-94.56812,-0.990819,0.000000,100.0000,-5.000000,-0.019715,-0.002214,-0.054830,0.000025,0.019446,-0.054970,0.414277,-0.026814,-9.856111
-14.71226,0.270710,5.414205,0.000199,-0.028137,-0.019205,0.052936,0.500000,0.000000,0.000000,0.000000,-364.8366,-93.38747,-0.989830,0.000000,100.0000,-5.000000,-0.019469,-0.002149,-0.052796,0.000030,0.019205,-0.052936,0.418692,-0.028133,-9.853885
-10.53288,0.261536,5.230730,0.000199,-0.026704,-0.018673,0.038012,0.500000,0.000000,0.000000,0.000000,-364.8285,-90.62778,-0.987510,0.000000,100.0000,-5.000000,-0.018855,-0.001618,-0.037887,0.000009,0.018673,-0.038012,0.439252,-0.026701,-9.838069
-4.249962,0.254925,5.098514,0.000199,-0.023596,-0.018344,0.015411,0.500000,0.000000,0.000000,0.000000,-364.8222,-88.45480,-0.986570,0.000000,100.0000,-5.000000,-0.018413,-0.000677,-0.015314,-0.000012,0.018344,-0.015411,0.467943,-0.023594,-9.814154
6.829575,0.248015,4.960315,0.000199,-0.012926,-0.018031,-0.024621,0.500000,0.000000,0.000000,0.000000,-364.8156,-86.07978,-0.987750,0.000000,100.0000,-5.000000,-0.017948,0.001374,0.024643,0.000019,0.018031,0.024621,0.514220,-0.012925,-9.771845
18.71181,0.243525,4.870508,0.000199,0.001711,-0.017774,-0.067695,0.500000,0.000000,0.000000,0.000000,-364.8102,-84.09716,-0.992130,0.000000,100.0000,-5.000000,-0.017650,0.004126,0.067602,0.000210,0.017774,0.067695,0.559274,0.001711,-9.726347
32.68062,0.241225,4.824513,0.000199,0.012500,-0.017591,-0.118446,0.500000,0.000000,0.000000,0.000000,-364.8049,-82.11160,-1.001040,0.000000,100.0000,-5.000000,-0.017506,0.008086,0.118184,0.000685,0.017591,0.118446,0.609495,0.012500,-9.672643
49.37437,0.241849,4.836983,0.000199,0.027029,-0.017434,-0.179246,0.500000,0.000000,0.000000,0.000000,-364.7991,-79.92429,-1.017400,0.000000,100.0000,-5.000000,-0.017574,0.013845,0.178705,0.001653,0.017434,0.179246,0.666751,0.027025,-9.608177
68.45699,0.246822,4.936441,0.000199,0.045287,-0.017292,-0.248913,0.500000,0.000000,0.000000,0.000000,-364.7928,-77.53463,-1.044440,0.000000,100.0000,-5.000000,-0.017957,0.021794,0.247934,0.003398,0.017292,0.248913,0.727404,0.045272,-9.534292
83.09721,0.253594,5.071882,0.000199,0.054561,-0.017368,-0.302489,0.500000,0.000000,0.000000,0.000000,-364.7874,-75.54071,-1.075740,0.000000,100.0000,-5.000000,-0.018465,0.028881,0.301090,0.005426,0.017368,0.302489,0.765722,0.054534,-9.477933
92.24334,0.263300,5.266018,0.000199,0.061212,-0.017750,-0.336175,0.500000,0.000000,0.000000,0.000000,-364.7813,-73.34492,-1.119990,0.000000,100.0000,-5.000000,-0.019191,0.033754,0.334480,0.007519,0.017750,0.336175,0.773097,0.061173,-9.443810
91.25863,0.270706,5.414122,0.000199,0.063404,-0.018263,-0.332930,0.500000,0.000000,0.000000,0.000000,-364.7757,-71.34661,-1.167630,0.000000,100.0000,-5.000000,-0.019753,0.033237,0.331288,0.008397,0.018263,0.332930,0.740425,0.063361,-9.449615
77.60113,0.275775,5.515503,0.000199,0.057196,-0.019088,-0.283442,0.500000,0.000000,0.000000,0.000000,-364.7694,-69.14606,-1.224630,0.000000,100.0000,-5.000000,-0.020154,0.026187,0.282254,0.007470,0.019088,0.283442,0.655047,0.057165,-9.505086
50.23347,0.277740,5.554809,0.000199,0.047290,-0.019842,-0.183714,0.500000,0.000000,0.000000,0.000000,-364.7628,-66.94283,-1.281690,0.000000,100.0000,-5.000000,-0.020333,0.014254,0.183166,0.004647,0.019842,0.183714,0.516301,0.047273,-9.612895
-4.292206,0.279344,5.586891,0.000199,0.036605,-0.020515,0.015688,0.500000,0.000000,0.000000,0.000000,-364.7551,-64.33518,-1.340790,0.000000,100.0000,-5.000000,-0.020491,-0.000686,-0.015708,-0.000289,0.020515,-0.015688,0.277786,0.036597,-9.821733
-66.16714,0.280625,5.612507,0.000199,0.027934,-0.020769,0.242731,0.500000,0.000000,0.000000,0.000000,-364.7484,-62.12493,-1.374110,0.000000,100.0000,-5.000000,-0.020603,-0.003339,-0.242734,-0.002487,0.020769,-0.242731,0.034692,0.027930,-10.05266
-125.4132,0.284542,5.690852,0.000199,0.021026,-0.020926,0.460785,0.500000,0.000000,0.000000,0.000000,-364.7428,-60.31364,-1.383770,0.000000,100.0000,-5.000000,-0.020886,0.008407,-0.460710,-0.000048,0.020926,-0.460785,-0.178188,0.021024,-10.26917
-227.5706,0.294142,5.882843,0.000199,0.009887,-0.020956,0.838185,0.500000,0.000000,0.000000,0.000000,-364.7340,-57.49056,-1.356570,0.000000,100.0000,-5.000000,-0.021533,0.061583,-0.836077,0.016991,0.020956,-0.838185,-0.503674,0.009886,-10.63435
-304.6698,0.306053,6.121059,0.000199,0.000827,-0.020978,1.124291,0.500000,0.000000,0.000000,0.000000,-364.7268,-55.26757,-1.290430,0.000000,100.0000,-5.000000,-0.022325,0.129375,-1.117677,0.044352,0.020978,-1.124291,-0.697164,0.000827,-10.90621
-362.3254,0.324247,6.484952,0.000199,-0.009574,-0.021111,1.339367,0.500000,0.000000,0.000000,0.000000,-364.7194,-53.04053,-1.180620,0.000000,100.0000,-5.000000,-0.023581,0.195623,-1.327307,0.078855,0.021111,-1.339367,-0.777056,-0.009574,-11.11191
-361.1294,0.642306,12.84614,0.000199,-0.017062,-0.040926,1.336612,0.500000,0.000000,0.000000,0.000000,-364.7083,-50.20107,-0.991029,0.000000,100.0000,-5.000000,-0.046792,0.194251,-1.325135,0.087747,0.040926,-1.336612,-0.692401,-0.017062,-11.11537
-273.7715,1.001654,20.03309,0.000199,-0.050495,-0.063075,1.012474,0.500000,0.000000,0.000000,0.000000,-364.6938,-48.57917,-0.896120,0.000000,100.0000,-5.000000,-0.073391,0.099932,-1.007959,0.047669,0.063075,-1.012474,-0.449484,-0.050473,-10.80921
-34.59941,1.450875,29.01750,0.000199,-0.069178,-0.104538,0.129241,0.500000,0.000000,0.000000,0.000000,-364.6599,-46.15419,-0.845840,0.000000,100.0000,-5.000000,-0.106863,-0.002292,-0.127305,-0.000599,0.104538,-0.129241,0.267572,-0.069122,-9.934037
203.3391,1.277133,25.54266,0.000199,-0.056856,-0.107404,-0.744400,0.500000,0.000000,0.000000,0.000000,-364.6246,-43.93907,-0.894479,0.000000,100.0000,-5.000000,-0.093337,0.120642,0.737008,0.027936,0.107404,0.744400,1.234252,-0.056826,-8.989762
486.7974,1.060891,21.21783,0.000199,-0.000461,-0.096091,-1.779061,0.500000,0.000000,0.000000,0.000000,-364.5874,-41.12724,-1.045160,0.000000,100.0000,-5.000000,-0.075095,0.558410,1.694982,0.127030,0.096091,1.779061,2.523540,-0.000461,-7.733222
585.0804,1.028781,20.57562,0.000199,0.004403,-0.093553,-2.133499,0.500000,0.000000,0.000000,0.000000,-364.5750,-40.12624,-1.123400,0.000000,100.0000,-5.000000,-0.071494,0.783467,1.993809,0.183402,0.093553,2.133499,2.975619,0.004403,-7.270312
849.8200,0.784933,15.69867,0.000199,-0.013010,-0.076504,-3.060964,0.500000,0.000000,0.000000,0.000000,-364.5404,-36.94538,-1.480430,0.000000,100.0000,-5.000000,-0.050595,1.574288,2.660178,0.426772,0.076504,3.060964,4.209888,-0.013010,-5.989789
982.9700,0.702657,14.05315,0.000199,-0.020700,-0.072374,-3.499857,0.500000,0.000000,0.000000,0.000000,-364.5200,-34.78525,-1.819860,0.000000,100.0000,-5.000000,-0.042758,2.072396,2.887195,0.615067,0.072374,3.499857,4.870238,-0.020699,-5.338749
1066.443,0.624561,12.49124,0.000199,-0.029695,-0.069634,-3.754076,0.500000,0.000000,0.000000,0.000000,-364.5045,-33.03821,-2.153010,0.000000,100.0000,-5.000000,-0.036260,2.417984,2.974822,0.774329,0.069634,3.754076,5.296986,-0.029690,-4.950624
1133.830,0.507486,10.14972,0.000199,-0.041847,-0.067141,-3.930129,0.500000,0.000000,0.000000,0.000000,-364.4871,-30.93142,-2.626000,0.000000,100.0000,-5.000000,-0.028058,2.714869,2.998714,0.955595,0.067141,3.930129,5.635412,-0.041835,-4.690981
1166.299,0.318254,6.365085,0.000199,-0.054551,-0.064462,-3.955901,0.500000,0.000000,0.000000,0.000000,-364.4658,-28.11178,-3.378120,0.000000,100.0000,-5.000000,-0.016947,2.861919,2.962306,1.145781,0.064462,3.955901,5.730390,-0.054524,-4.716084
1149.315,0.208227,4.164557,0.000199,-0.055462,-0.061861,-3.847637,0.500000,0.000000,0.000000,0.000000,-364.4531,-26.26459,-3.936570,0.000000,100.0000,-5.000000,-0.011089,2.781368,2.921437,1.209457,0.061861,3.847637,5.532210,-0.055434,-4.957825
1098.132,0.162035,3.240704,0.000199,-0.044572,-0.057312,-3.640084,0.500000,0.000000,0.000000,0.000000,-364.4414,-24.43893,-4.525880,0.000000,100.0000,-5.000000,-0.008823,2.548915,2.862449,1.198816,0.057312,3.640084,5.103775,-0.044557,-5.358639
1008.976,0.189951,3.799023,0.000199,-0.023980,-0.052477,-3.327842,0.500000,0.000000,0.000000,0.000000,-364.4301,-22.62702,-5.125940,0.000000,100.0000,-5.000000,-0.010777,2.168716,2.753977,1.100249,0.052477,3.327842,4.443426,-0.023978,-5.894598
811.6072,0.333745,6.674908,0.000199,0.016394,-0.047367,-2.680076,0.500000,0.000000,0.000000,0.000000,-364.4133,-19.91522,-5.996910,0.000000,100.0000,-5.000000,-0.020401,1.434659,2.408860,0.822324,0.047367,2.680076,3.147993,0.016393,-6.850213
646.5092,0.457806,9.156133,0.000199,0.042332,-0.046191,-2.144993,0.500000,0.000000,0.000000,0.000000,-364.4016,-18.10100,-6.527910,0.000000,100.0000,-5.000000,-0.029269,0.935026,2.019916,0.593352,0.046191,2.144993,2.189183,0.042319,-7.534336
500.7126,0.554345,11.08690,0.000199,0.059775,-0.046274,-1.669342,0.500000,0.000000,0.000000,0.000000,-364.3917,-16.64251,-6.910170,0.000000,100.0000,-5.000000,-0.036473,0.581330,1.618176,0.411007,0.046274,1.669342,1.419554,0.059740,-8.088668
287.5049,0.666198,13.32396,0.000199,0.076848,-0.047644,-0.965215,0.500000,0.000000,0.000000,0.000000,-364.3772,-14.62520,-7.360040,0.000000,100.0000,-5.000000,-0.045011,0.213290,0.960595,0.190660,0.047644,0.965215,0.408621,0.076772,-8.842319
87.73000,0.734764,14.69529,0.000199,0.083463,-0.050051,-0.296303,0.500000,0.000000,0.000000,0.000000,-364.3629,-12.77985,-7.682130,0.000000,100.0000,-5.000000,-0.050152,0.030680,0.297872,0.043400,0.050051,0.296303,-0.427102,0.083366,-9.502351
-129.9811,0.763468,15.26936,0.000199,0.073013,-0.053179,0.440277,0.500000,0.000000,0.000000,0.000000,-364.3460,-10.74003,-7.932350,0.000000,100.0000,-5.000000,-0.051897,0.012053,-0.442380,-0.043209,0.053179,-0.440277,-1.226741,0.072948,-10.17860
-356.4236,0.759054,15.18110,0.000199,0.034616,-0.055496,1.209985,0.500000,0.000000,0.000000,0.000000,-364.3258,-8.508090,-8.076100,0.000000,100.0000,-5.000000,-0.050497,0.194138,-1.195291,-0.042623,0.055496,-1.209985,-1.938468,0.034609,-10.83503
-549.1398,0.759080,15.18162,0.000199,-0.022759,-0.055536,1.863436,0.500000,0.000000,0.000000,0.000000,-364.3055,-6.461010,-8.088040,0.000000,100.0000,-5.000000,-0.048839,0.512455,-1.792217,0.039459,0.055536,-1.863436,-2.444464,-0.022757,-11.35344
-770.9095,0.820673,16.41347,0.000199,-0.123940,-0.050730,2.606742,0.500000,0.000000,0.000000,0.000000,-364.2767,-3.860850,-7.937970,0.000000,100.0000,-5.000000,-0.049768,1.066634,-2.390870,0.242416,0.050730,-2.606742,-2.895859,-0.123623,-11.89959
-855.2244,0.885882,17.71764,0.000199,-0.172774,-0.047225,2.884614,0.500000,0.000000,0.000000,0.000000,-364.2632,-2.750250,-7.816920,0.000000,100.0000,-5.000000,-0.052157,1.330589,-2.584161,0.357555,0.047225,-2.884614,-3.014196,-0.171915,-12.09436
-998.9025,1.101813,22.03627,0.000199,-0.264702,-0.040255,3.347681,0.500000,0.000000,0.000000,0.000000,-364.2339,-0.538980,-7.473320,0.000000,100.0000,-5.000000,-0.061033,1.848652,-2.859098,0.622165,0.040255,-3.347681,-3.096229,-0.261621,-12.42064
-1096.897,1.381830,27.63661,0.000199,-0.325872,-0.036853,3.653337,0.500000,0.000000,0.000000,0.000000,-364.2041,1.474850,-7.043650,0.000000,100.0000,-5.000000,-0.072917,2.251559,-3.006665,0.875579,0.036853,-3.653337,-2.998398,-0.320135,-12.65894
-1160.320,1.697525,33.95049,0.000199,-0.346928,-0.039339,3.843326,0.500000,0.000000,0.000000,0.000000,-364.1685,3.658260,-6.463170,0.000000,100.0000,-5.000000,-0.086897,2.533449,-3.096555,1.114389,0.039339,-3.843326,-2.722875,-0.340011,-12.86372
-1174.275,1.925298,38.50597,0.000199,-0.334621,-0.044588,3.882003,0.500000,0.000000,0.000000,0.000000,-364.1371,5.470650,-5.907060,0.000000,100.0000,-5.000000,-0.098799,2.596791,-3.142817,1.248379,0.044588,-3.882003,-2.371029,-0.328411,-12.99226
-1144.435,2.084241,41.68481,0.000199,-0.295827,-0.052232,3.791557,0.500000,0.000000,0.000000,0.000000,-364.1013,7.463950,-5.242750,0.000000,100.0000,-5.000000,-0.110718,2.458275,-3.162645,1.295785,0.052232,-3.791557,-1.883633,-0.291531,-13.06567
-1067.734,2.094804,41.89608,0.000199,-0.235141,-0.060719,3.562792,0.500000,0.000000,0.000000,0.000000,-364.0657,9.466420,-4.552180,0.000000,100.0000,-5.000000,-0.117963,2.122313,-3.112460,1.228153,0.060719,-3.562792,-1.344869,-0.232980,-13.02479
-937.0388,1.959903,39.19807,0.000199,-0.163523,-0.067747,3.165044,0.500000,0.000000,0.000000,0.000000,-364.0282,11.67234,-3.804840,0.000000,100.0000,-5.000000,-0.118656,1.608929,-2.916958,1.043688,0.067747,-3.165044,-0.758513,-0.162795,-12.80533
-842.5597,1.834016,36.68031,0.000199,-0.125042,-0.070236,2.869581,0.500000,0.000000,0.000000,0.000000,-364.0072,12.97278,-3.385960,0.000000,100.0000,-5.000000,-0.115565,1.283028,-2.718722,0.900851,0.070236,-2.869581,-0.431143,-0.124716,-12.58678
-649.1278,1.561329,31.22658,0.000199,-0.064429,-0.072295,2.244541,0.500000,0.000000,0.000000,0.000000,-363.9707,15.41684,-2.662650,0.000000,100.0000,-5.000000,-0.104552,0.732081,-2.210016,0.622777,0.072295,-2.244541,0.140907,-0.064384,-12.04175
-480.6213,1.352473,27.04945,0.000199,-0.040940,-0.070886,1.680866,0.500000,0.000000,0.000000,0.000000,-363.9426,17.51279,-2.118990,0.000000,100.0000,-5.000000,-0.093862,0.377970,-1.686679,0.407701,0.070886,-1.680866,0.575542,-0.040928,-11.48879
-320.6495,1.196317,23.92634,0.000199,-0.054608,-0.068000,1.131958,0.500000,0.000000,0.000000,0.000000,-363.9172,19.63050,-1.645880,0.000000,100.0000,-5.000000,-0.084898,0.149003,-1.145219,0.234483,0.068000,-1.131958,0.957217,-0.054581,-10.91453
-163.9412,1.071952,21.43904,0.000199,-0.117579,-0.065412,0.583765,0.500000,0.000000,0.000000,0.000000,-363.8934,21.96024,-1.213180,0.000000,100.0000,-5.000000,-0.077025,0.025026,-0.590252,0.099483,0.065412,-0.583765,1.307649,-0.117309,-10.31737
-92.90409,1.011373,20.22745,0.000199,-0.167620,-0.064885,0.332449,0.500000,0.000000,0.000000,0.000000,-363.8832,23.13100,-1.029580,0.000000,100.0000,-5.000000,-0.072869,0.001299,-0.334753,0.051369,0.064885,-0.332449,1.458259,-0.166836,-10.03827
299.3392,-2.158471,-43.16941,0.000199,-0.034132,0.173522,-1.056840,0.500000,0.000000,0.000000,0.000000,-363.9185,26.83569,-0.769410,0.000000,100.0000,-5.000000,0.150861,0.234206,1.034368,0.022577,-0.173522,1.056840,1.941324,-0.034125,-8.562675
353.7564,-1.961614,-39.23228,0.000199,0.024264,0.171489,-1.246839,0.500000,0.000000,0.000000,0.000000,-363.9329,27.41741,-0.788860,0.000000,100.0000,-5.000000,0.136204,0.313365,1.212484,0.053392,-0.171489,1.246839,2.067480,0.024262,-8.352183
534.9841,-2.115764,-42.31528,0.000199,0.089174,0.226207,-1.872730,0.500000,0.000000,0.000000,0.000000,-364.0058,30.12124,-0.994390,0.000000,100.0000,-5.000000,0.142584,0.663045,1.769515,0.181265,-0.226207,1.872730,2.702373,0.089056,-7.602540
